Name,City,Zip,County,Latitude,Longtitude,Type
WOODLAKE LIBRARY,WOODLAKE,93286,Tulare,36.4202,-119.10282,Library
TULARE PUBLIC LIBRARY,TULARE,93274,Tulare,36.21321,-119.34513,Library
GROVELAND BRANCH,GROVELAND,95321,Tuolumne,37.84045,-120.22562,Library
TUOLUMNE CITY LIBRARY,TUOLUMNE,95379,Tuolumne,37.96086,-120.2397,Library
TUOLUMNE COUNTY LIBRARY,SONORA,95370,Tuolumne,37.98257,-120.3691,Library
TWAIN HARTE LIBRARY,TWAIN HARTE,95383,Tuolumne,38.03907,-120.22545,Library
UPLAND PUBLIC LIBRARY,UPLAND,91786,San Bernardino,34.09881,-117.65031,Library
AVENUE LIBRARY,VENTURA,93001,Ventura,34.28868,-119.29845,Library
E. P. FOSTER LIBRARY,VENTURA,93001,Ventura,34.28122,-119.29085,Library
FILLMORE LIBRARY,FILLMORE,93015,Ventura,34.40463,-118.91498,Library
HILL ROAD LIBRARY,VENTURA,93003,Ventura,34.26762,-119.20642,Library
MEINERS OAKS LIBRARY,MEINERS OAKS,93023,Ventura,34.44925,-119.27781,Library
OAK PARK LIBRARY,OAK PARK,91377,Ventura,34.1805,-118.7649,Library
OAK VIEW LIBRARY,OAK VIEW,93022,Ventura,34.39968,-119.30515,Library
OJAI LIBRARY,OJAI,93023,Ventura,34.44739,-119.24669,Library
PIRU LIBRARY,PIRU,93040,Ventura,34.41562,-118.79802,Library
RAY D. PRUETER - PORT HUENEME LIBRARY,PORT HUENEME,93041,Ventura,34.15676,-119.19294,Library
SATICOY LIBRARY,VENTURA,93004,Ventura,34.28357,-119.1481,Library
SOLIZ LIBRARY,OXNARD,93036,Ventura,34.2371,-119.16825,Library
MUSEUM OF VENTURA COUNTY RESEARCH LIBRARY,VENTURA,93001,Ventura,34.28066,-119.29931,Library
VICTORVILLE CITY LIBRARY,VICTORVILLE,92395,San Bernardino,34.52315,-117.30357,Library
FREEDOM BRANCH LIBRARY,FREEDOM,95019,Santa Cruz,36.93796,-121.77782,Library
WATSONVILLE MAIN LIBRARY,WATSONVILLE,95076,Santa Cruz,36.90854,-121.75563,Library
TRANSIT DEPOT,WHITTIER,90602,Los Angeles,33.97455599,-118.0378819,Library
WHITTIER PUBLIC LIBRARY,WHITTIER,90602,Los Angeles,33.97419306,-118.0345863,Library
WHITTWOOD BRANCH LIBRARY,WHITTIER,90603,Los Angeles,33.93982,-117.99359,Library
BAYLISS BRANCH LIBRARY,GLENN,95943,Glenn,39.58279,-122.04674,Library
ELK CREEK BRANCH LIBRARY,ELK CREEK,95939,Glenn,39.60709,-122.53888,Library
WILLOWS PUBLIC LIBRARY,WILLOWS,95988,Glenn,39.52188,-122.20006,Library
WOODLAND PUBLIC LIBRARY,WOODLAND,95695,Yolo,38.67924,-121.77382,Library
A. F. TURNER COMMUNITY LIBRARY,WEST SACRAMENTO,95691,Yolo,38.58022,-121.52335,Library
CLARKSBURG BRANCH LIBRARY,CLARKSBURG,95612,Yolo,38.41614,-121.52655,Library
MARY L. STEPHENS DAVIS BRANCH LIBRARY,DAVIS,95616,Yolo,38.55685,-121.74706,Library
ESPARTO REGIONAL LIBRARY,ESPARTO,95627,Yolo,38.69249,-122.0163,Library
KNIGHTS LANDING BRANCH LIBRARY,KNIGHTS LANDING,95645,Yolo,38.8003,-121.71792,Library
WINTERS COMMUNITY LIBRARY,WINTERS,95694,Yolo,38.52565,-121.97153,Library
YOLO BRANCH LIBRARY,YOLO,95697,Yolo,38.73321,-121.80744,Library
YORBA LINDA PUBLIC LIBRARY,YORBA LINDA,92886,Orange,33.89108,-117.81512,Library
YUBA COUNTY LIBRARY,MARYSVILLE,95901,Yuba,39.13765,-121.58757,Library
