County,Name,Type,City,Zip,Latitude,Longitude
Los Angeles,Jordan High,High,Long Beach,90805,33.87247,-118.18461
Los Angeles,Polytechnic High,High,Long Beach,90813,33.78699,-118.18341
Los Angeles,Wilson High,High,Long Beach,90804,33.77767,-118.14084
Los Angeles,Educational Partnership High,Alternative Schools of Choice,Long Beach,90813,33.78941,-118.19452
Los Angeles,Renaissance High School for the Arts,High,Long Beach,90813,33.77718,-118.19042
Los Angeles,Addams Elementary,Elementary,Long Beach,90805,33.85289,-118.19113
Los Angeles,Birney Elementary,Elementary,Long Beach,90806,33.81098,-118.20057
Los Angeles,Bryant Elementary,Elementary,Long Beach,90804,33.78375,-118.14508
Los Angeles,Bobbie Smith Elementary,Elementary,Long Beach,90806,33.79749,-118.18587
Los Angeles,Edison Elementary,Elementary,Long Beach,90802,33.77466,-118.20086
Los Angeles,Grant Elementary,Elementary,Long Beach,90805,33.87143,-118.17612
Los Angeles,Harte Elementary,Elementary,Long Beach,90805,33.85917,-118.17153
Los Angeles,King Elementary,Elementary,Long Beach,90805,33.87462,-118.20171
Los Angeles,Lafayette Elementary,Elementary,Long Beach,90806,33.80182,-118.19624
Los Angeles,Olivia Nieto Herrera Elementary,Elementary,Long Beach,90804,33.78769,-118.15825
Los Angeles,Lincoln Elementary,Elementary,Long Beach,90813,33.78116,-118.1774
Los Angeles,McKinley Elementary,Elementary,Long Beach,90805,33.87879,-118.15894
Los Angeles,Roosevelt Elementary,Elementary,Long Beach,90813,33.78671,-118.18624
Los Angeles,Stevenson Elementary,Elementary,Long Beach,90802,33.7733,-118.18401
Los Angeles,Whittier Elementary,Elementary,Long Beach,90813,33.78898,-118.17229
Los Angeles,Willard Elementary,Elementary,Long Beach,90804,33.77988,-118.15596
Los Angeles,Hamilton Middle,Middle,Long Beach,90805,33.88092,-118.17949
Los Angeles,Jefferson Leadership Academies,Middle,Long Beach,90804,33.776098,-118.148923
Los Angeles,Lindbergh STEM Academy,Middle,Long Beach,90805,33.8541,-118.1813
Los Angeles,Franklin Classical Middle,Middle,Long Beach,90802,33.77364,-118.17774
Los Angeles,Washington Middle,Middle,Long Beach,90813,33.78524,-118.19437
Los Angeles,Jenny Oropeza Elementary,Elementary,Long Beach,90813,33.77611,-118.19046
Los Angeles,Alvarado Elementary,Elementary,Long Beach,90806,33.793371,-118.174157
Los Angeles,Robinson Academy,Elementary,Long Beach,90806,33.80749,-118.19139
Los Angeles,Powell Academy for Success,Elementary,Long Beach,90805,33.86365,-118.20365
Los Angeles,N.E.W. Academy of Science and Arts,Elementary,Los Angeles,90017,34.05906,-118.2667
Los Angeles,Stella Middle Charter Academy,Middle,Los Angeles,90016,34.01692398,-118.343662
Los Angeles,High Tech LA,High,Lake Balboa,91406,34.18726,-118.50619
Los Angeles,Accelerated Charter Elementary,Elementary,Los Angeles,90037,34.01158,-118.27378
Los Angeles,Wallis Annenberg High,High,Los Angeles,90037,34.01081,-118.27372
Los Angeles,Central City Value,High,Los Angeles,90004,34.07513,-118.28837
Los Angeles,KIPP Los Angeles College Preparatory,Middle,Los Angeles,90023,34.03146,-118.20964
Los Angeles,ICEF View Park Preparatory High,High,Los Angeles,90043,33.99005,-118.33137
Los Angeles,William J. Johnston Community Day,Community Day,San Pedro,90731,33.7654,-118.29869
Los Angeles,KIPP Academy of Opportunity,Middle,Los Angeles,90003,33.96112,-118.28242
Los Angeles,Richard Riordan Primary Center,Elementary,Los Angeles,90042,34.11109,-118.19647
Los Angeles,"CATCH Prep Charter High, Inc.",High,Los Angeles,90008,34.00934,-118.32915
Los Angeles,Oscar De La Hoya Animo Charter High,High,Los Angeles,90023,34.02337,-118.20342
Los Angeles,Renaissance Arts Academy,K-12,Los Angeles,90065,34.10808,-118.24182
Los Angeles,PUC Milagro Charter,Elementary,Los Angeles,90031,34.06661,-118.21981
Los Angeles,Animo South Los Angeles Charter,High,Los Angeles,90047,33.93304,-118.30834
Los Angeles,PUC Lakeview Charter Academy,Middle,Lake View Terrace,91342,34.28027,-118.3817
Los Angeles,N.E.W. Academy Canoga Park,Elementary,Canoga Park,91303,34.20666,-118.59806
Los Angeles,Dr. Theodore T. Alexander Jr. Science Center,Elementary,Los Angeles,90007,34.01711,-118.28386
Los Angeles,New Designs Charter,K-12,Los Angeles,90007,34.03081,-118.27538
Los Angeles,Richard A. Alonzo Community Day,Community Day,Los Angeles,90028,34.09496,-118.3153
Los Angeles,Middle College High,High,Los Angeles,90047,33.928499,-118.30658
Los Angeles,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,High,Wilmington,90744,33.782907,-118.28357
Los Angeles,Synergy Charter Academy,Elementary,Los Angeles,90011,34.014047,-118.25998
Los Angeles,Camino Nuevo Charter High,High,Los Angeles,90026,34.05788,-118.25796
Los Angeles,Animo Pat Brown,High,Los Angeles,90001,33.96301,-118.24262
Los Angeles,Alliance Gertz-Ressler Richard Merkin 6-12 Complex,K-12,Los Angeles,90007,34.03652,-118.28289
Los Angeles,Bert Corona Charter,Middle,Pacoima,91331,34.241122,-118.4159
Los Angeles,Bellingham Elementary,Elementary,North Hollywood,91606,34.19293,-118.39842
Los Angeles,Maple Primary Center,Elementary,Los Angeles,90011,34.01546,-118.27086
Los Angeles,Stanford Primary Center,Elementary,South Gate,90280,33.94853,-118.21788
Los Angeles,Charles White Elementary,Elementary,Los Angeles,90057,34.06019,-118.27956
Los Angeles,Harmony Elementary,Elementary,Los Angeles,90011,34.00727,-118.26015
Los Angeles,Vista Middle,Middle,Panorama City,91402,34.22101,-118.46022
Los Angeles,Southeast Middle,Middle,South Gate,90280,33.94577,-118.22486
Los Angeles,Orthopaedic Hospital,Alternative Schools of Choice,Los Angeles,90007,34.02891,-118.27116
Los Angeles,International Studies Learning Center at Legacy High School Complex,K-12,South Gate,90280,33.94139,-118.17881
Los Angeles,Port of Los Angeles High,High,San Pedro,90731,33.74026,-118.28257
Los Angeles,Gabriella Charter,Elementary,Los Angeles,90026,34.07956,-118.25748
Los Angeles,Alliance Judy Ivie Burton Technology Academy High,High,Los Angeles,90003,33.94418,-118.27876
Los Angeles,ISANA Nascent Academy,Elementary,Los Angeles,90018,34.02583,-118.33317
Los Angeles,Alliance Collins Family College-Ready High,High,Huntington Park,90255,33.97739,-118.23433
Los Angeles,Olympic Primary Center,Elementary,Los Angeles,90015,34.04798,-118.27066
Los Angeles,Lake Street Primary,Elementary,Los Angeles,90026,34.06811,-118.27103
Los Angeles,Martha Escutia Primary Center,Elementary,Bell,90201,33.97887,-118.19808
Los Angeles,Garza (Carmen Lomas) Primary Center,Elementary,Los Angeles,90023,34.02447,-118.21794
Los Angeles,"Danny J. Bakewell, Sr., Primary Center",Elementary,Los Angeles,90044,33.95937,-118.28959
Los Angeles,Hooper Avenue Primary Center,Elementary,Los Angeles,90011,33.9958,-118.25265
Los Angeles,Mariposa-Nabi Primary Center,Elementary,Los Angeles,90006,34.0532,-118.29916
Los Angeles,Lexington Avenue Primary Center,Elementary,Los Angeles,90029,34.09324,-118.28798
Los Angeles,Middleton Primary Center,Elementary,Huntington Park,90255,33.979,-118.22987
Los Angeles,Amanecer Primary Center,Elementary,Los Angeles,90023,34.02443,-118.18586
Los Angeles,Hollywood Elementary,Elementary,Los Angeles,90038,34.09123,-118.31926
Los Angeles,Washington Primary Center,Elementary,Los Angeles,90044,33.93302,-118.29093
Los Angeles,Harvard Elementary,Elementary,Los Angeles,90004,34.07711,-118.30419
Los Angeles,Pacific Boulevard,Elementary,Huntington Park,90255,33.99062,-118.22468
Los Angeles,Ricardo Lizarraga Elementary,Elementary,Los Angeles,90011,34.01072,-118.26768
Los Angeles,Aurora Elementary,Elementary,Los Angeles,90011,33.99485,-118.25686
Los Angeles,John W. Mack Elementary,Elementary,Los Angeles,90007,34.02664,-118.29342
Los Angeles,Rosa Parks Learning Center,Elementary,North Hills,91343,34.23097,-118.46134
Los Angeles,Panorama City Elementary,Elementary,Panorama City,91402,34.22686,-118.45711
Los Angeles,Maurice Sendak Elementary,Elementary,North Hollywood,91601,34.17806,-118.3797
Los Angeles,Kingsley Elementary,Elementary,Los Angeles,90029,34.09164,-118.30289
Los Angeles,Madison Elementary,Elementary,South Gate,90280,33.94574,-118.21447
Los Angeles,Hope Street Elementary,Elementary,Huntington Park,90255,33.96899,-118.2097
Los Angeles,Cesar Chavez Elementary,Elementary,Los Angeles,90032,34.08874,-118.16815
Los Angeles,Santee Education Complex,High,Los Angeles,90011,34.02911,-118.26283
Los Angeles,South East High,High,South Gate,90280,33.945,-118.22276
Los Angeles,Cal Burke High,Continuation,Panorama City,91402,34.21756,-118.45254
Los Angeles,James Jordan Middle,Middle,Winnetka,91306,34.21444,-118.57185
Los Angeles,Los Angeles Academy of Arts and Enterprise,K-12,Los Angeles,90026,34.06076,-118.25539
Los Angeles,Frida Kahlo High,Continuation,Los Angeles,90011,34.02978,-118.26372
Los Angeles,New Heights Charter,Elementary,Los Angeles,90008,34.00999,-118.3179
Los Angeles,New Village Girls Academy,High,Los Angeles,90026,34.07141,-118.27944
Los Angeles,Alliance Patti And Peter Neuwirth Leadership Academy,High,Los Angeles,90037,34.00136,-118.27376
Los Angeles,Alliance Dr. Olga Mohan High,High,Los Angeles,90015,34.03687,-118.27213
Los Angeles,Alliance Jack H. Skirball Middle,Middle,Los Angeles,90059,33.93027,-118.26495
Los Angeles,Animo Ralph Bunche Charter High,High,Los Angeles,90011,34.01266,-118.24392
Los Angeles,Animo Jackie Robinson High,High,Los Angeles,90007,34.01794,-118.27544
Los Angeles,Animo Watts College Preparatory Academy,High,Los Angeles,90061,33.91802,-118.26418
Los Angeles,Alliance Ouchi-O'Donovan 6-12 Complex,K-12,Los Angeles,90043,33.99374,-118.32249
Los Angeles,Alliance Marc & Eva Stern Math and Science,High,Los Angeles,90032,34.06387,-118.16996
Los Angeles,George De La Torre Jr. Elementary,Elementary,Wilmington,90744,33.7764,-118.26582
Los Angeles,Frank del Olmo Elementary,Elementary,Los Angeles,90004,34.073,-118.2926
Los Angeles,Charles H. Kim Elementary,Elementary,Los Angeles,90004,34.07031,-118.30817
Los Angeles,Huntington Park Elementary,Elementary,Huntington Park,90255,33.98494,-118.19518
Los Angeles,Wilshire Park Elementary,Elementary,Los Angeles,90005,34.06098,-118.31619
Los Angeles,William Jefferson Clinton Middle,Middle,Los Angeles,90007,34.01798,-118.27561
Los Angeles,School of Business and Tourism at Contreras Learning Complex,High,Los Angeles,90017,34.05787,-118.26119
Los Angeles,East Valley Senior High,High,North Hollywood,91601,34.17058,-118.37066
Los Angeles,Arleta High,High,Arleta,91331,34.25071,-118.44257
Los Angeles,Panorama High,High,Panorama City,91402,34.21661,-118.44952
Los Angeles,PUC Excel Charter Academy,Middle,Los Angeles,90031,34.06661,-118.21981
Los Angeles,Los Feliz Charter School for the Arts,Elementary,Los Angeles,90065,34.11089,-118.24549
Los Angeles,Bright Star Secondary Charter Academy,High,Los Angeles,90047,33.928582,-118.305533
Los Angeles,Contreras Learning Center-Los Angeles School of Global Studies,High,Los Angeles,90017,34.05793,-118.26139
Los Angeles,John H. Liechty Middle,Middle,Los Angeles,90017,34.05474,-118.26952
Los Angeles,West Adams Preparatory High,High,Los Angeles,90007,34.03966,-118.2897
Los Angeles,Aspire Junior Collegiate Academy,Elementary,Huntington Park,90255,33.97806,-118.23423
Los Angeles,Global Education Academy,Elementary,Los Angeles,90037,34.00838,-118.28297
Los Angeles,Fenton Primary Center,Elementary,Pacoima,91331,34.27636,-118.40371
Los Angeles,Center for Advanced Learning,Elementary,Los Angeles,90011,34.01069,-118.25584
Los Angeles,Discovery Charter Preparatory #2,High,Sylmar,91342,34.31907,-118.42517
Los Angeles,Alliance Morgan McKinzie High,High,Los Angeles,90063,34.03549,-118.18736
Los Angeles,Jack London Community Day,Community Day,Valley Glen,91401,34.17678,-118.41519
Los Angeles,Dr. James Edward Jones Primary Center,Elementary,Los Angeles,90037,34.00095,-118.29218
Los Angeles,Roy Romer Middle,Middle,North Hollywood,91606,34.18866,-118.39699
Los Angeles,Edward R. Roybal Learning Center,High,Los Angeles,90026,34.06141,-118.25502
Los Angeles,Helen Bernstein High,High,Hollywood,90028,34.09507,-118.31396
Los Angeles,APEX Academy,High,Los Angeles,90028,34.09508,-118.31396
Los Angeles,Alliance Piera Barbaglia Shaheen Health Services Academy,High,Los Angeles,90044,33.96031,-118.29436
Los Angeles,Alliance Leichtman-Levine Family Foundation Environmental Science High,High,Los Angeles,90065,34.11402,-118.24649
Los Angeles,New Los Angeles Charter,Middle,Los Angeles,90016,34.04061,-118.35809
Los Angeles,Magnolia Science Academy 6,Middle,Los Angeles,90034,34.02399,-118.40014
Los Angeles,Contreras Learning Center-Academic Leadership Community,High,Los Angeles,90017,34.05782,-118.26113
Los Angeles,Los Angeles High School of the Arts,High,Los Angeles,90005,34.05981,-118.29684
Los Angeles,School for the Visual Arts and Humanities,High,Los Angeles,90005,34.05981,-118.29684
Los Angeles,Synergy Kinetic Academy,Middle,Los Angeles,90011,34.01545,-118.2488
Los Angeles,KIPP Raices Academy,Elementary,Los Angeles,90022,34.02297,-118.15614
Los Angeles,New Millennium Secondary,High,Gardena,90248,33.867695,-118.29545
Los Angeles,ICEF Innovation Los Angeles Charter,Elementary,Los Angeles,90043,33.99706,-118.29171
Los Angeles,Alain Leroy Locke College Preparatory Academy,High,Los Angeles,90061,33.93517,-118.2688
Los Angeles,UCLA Community K-12,K-12,Los Angeles,90005,34.06004,-118.29711
Los Angeles,Sal Castro Middle,Middle,Los Angeles,90026,34.06189,-118.263
Los Angeles,Ramon C. Cortines School of Visual and Performing Arts,High,Los Angeles,90012,34.05983,-118.24424
Los Angeles,Young Oak Kim Academy,Middle,Los Angeles,90005,34.06312,-118.29019
Los Angeles,Felicitas and Gonzalo Mendez High,High,Los Angeles,90033,34.04854,-118.22695
Los Angeles,Equitas Academy Charter,Elementary,Los Angeles,90015,34.04503,-118.27846
Los Angeles,Endeavor College Preparatory Charter,Elementary,Los Angeles,90023,34.02649,-118.21998
Los Angeles,Valor Academy Middle,Middle,North Hills,91343,34.23468,-118.46264
Los Angeles,Alliance College-Ready Middle Academy 4,Middle,Los Angeles,90003,33.94773,-118.27427
Los Angeles,Alliance College-Ready Middle Academy 5,Middle,Los Angeles,90031,34.07217,-118.22046
Los Angeles,New Designs Charter School-Watts,K-12,Los Angeles,90061,33.91715,-118.26476
Los Angeles,Academia Moderna,Elementary,Walnut Park,90255,33.96698,-118.22964
Los Angeles,Daniel Pearl Journalism & Communications Magnet,High,Lake Balboa,91406,34.191,-118.5021
Los Angeles,Aspire Titan Academy,Elementary,Huntington Park,90255,33.9775,-118.2343
Los Angeles,Watts Learning Center Charter Middle,Middle,Los Angeles,90003,33.95715,-118.26876
Los Angeles,Dorothy V. Johnson Community Day,Community Day,Los Angeles,90002,33.93977,-118.24498
Los Angeles,Ararat Charter,Elementary,Van Nuys,91401,34.18997,-118.44701
Los Angeles,Ambassador-Global Leadership,K-12,Los Angeles,90005,34.05981,-118.29684
Los Angeles,Ambassador School-Global Education,Elementary,Los Angeles,90005,34.05836,-118.29737
Los Angeles,Ingenium Charter,Elementary,Canoga Park,91304,34.21146,-118.612
Los Angeles,Alliance Cindy and Bill Simon Technology Academy High,High,Los Angeles,90059,33.93861,-118.23873
Los Angeles,Alliance Tennenbaum Family Technology High,High,Los Angeles,90065,34.10289,-118.23937
Los Angeles,KIPP Empower Academy,Elementary,Los Angeles,90003,33.96174,-118.28218
Los Angeles,KIPP Comienza Community Prep,Elementary,Huntington Park,90255,33.97373,-118.23236
Los Angeles,Crown Preparatory Academy,Middle,Los Angeles,90018,34.03495,-118.31062
Los Angeles,Carson-Gore Academy of Enviornmental Studies,Elementary,Los Angeles,90018,34.0397,-118.3197
Los Angeles,Estrella Elementary,Elementary,Los Angeles,90011,33.99042,-118.27304
Los Angeles,Quincy Jones Elementary,Elementary,Los Angeles,90011,34.01421,-118.2604
Los Angeles,Dolores Huerta Elementary,Elementary,Los Angeles,90011,34.01956,-118.26823
Los Angeles,Dr. Owen Lloyd Knox Elementary,Elementary,Los Angeles,90003,33.95484,-118.27444
Los Angeles,Wisdom Elementary,Elementary,Los Angeles,90001,33.97338,-118.25592
Los Angeles,Jaime Escalante Elementary,Elementary,Cudahy,90201,33.96837,-118.18852
Los Angeles,Judith F. Baca Arts Academy,Elementary,Los Angeles,90002,33.95609,-118.24597
Los Angeles,Alta California Elementary,Elementary,Panorama City,91402,34.23198,-118.45695
Los Angeles,Julie Korenstein Elementary,Elementary,North Hollywood,91605,34.20986,-118.39404
Los Angeles,Stanley Mosk Elementary,Elementary,Winnetka,91306,34.20334,-118.56827
Los Angeles,Carlos Santana Arts Academy,Elementary,North Hills,91343,34.23936,-118.4651
Los Angeles,TEACH Academy of Technologies,Middle,Los Angeles,90047,33.94402,-118.30936
Los Angeles,"Math, Science, & Technology Magnet Academy at Roosevelt High",High,Los Angeles,90033,34.03811,-118.21119
Los Angeles,Esteban Torres East LA Performing Arts Magnet,High,Los Angeles,90063,34.04213,-118.17526
Los Angeles,Humanitas Academy of Art and Technology at Esteban E. Torres High No. 4,High,Los Angeles,90063,34.04214,-118.17479
Los Angeles,Social Justice Leadership Academy at Esteban E. Torres High No. 5,High,Los Angeles,90063,34.04177,-118.17454
Los Angeles,East Los Angeles Renaissance Academy at Esteban E. Torres High No. 2,High,Los Angeles,90063,34.04176,-118.17501
Los Angeles,Engineering and Technology Academy at Esteban E. Torres High No. 3,High,Los Angeles,90063,34.041846,-118.17553
Los Angeles,Orchard Academies 2B,Middle,Bell,90201,33.97845,-118.19977
Los Angeles,Orchard Academies 2C,Middle,Bell,90201,33.9782,-118.19981
Los Angeles,Barack Obama Global Preparation Academy,Middle,Los Angeles,90062,34.00161,-118.30921
Los Angeles,Animo Jefferson Charter Middle,Middle,Los Angeles,90011,34.01259,-118.2438
Los Angeles,Citizens of the World Charter School Hollywood,Elementary,Los Angeles,90028,34.09441,-118.31616
Los Angeles,Camino Nuevo Elementary #3,Elementary,Los Angeles,90007,34.03925,-118.2953
Los Angeles,PUC Lakeview Charter High,High,Sylmar,91342,34.31412,-118.45987
Los Angeles,Aspire Gateway Academy Charter,Elementary,South Gate,90280,33.95179,-118.18931
Los Angeles,Aspire Firestone Academy Charter,Elementary,South Gate,90280,33.9519,-118.18929
Los Angeles,Para Los Niños - Evelyn Thurman Gratts Primary,Elementary,Los Angeles,90017,34.05608,-118.2641
Los Angeles,ISANA Octavia Academy,Elementary,Los Angeles,90065,34.11756,-118.24152
Los Angeles,Aspire Pacific Academy,K-12,Huntington Park,90255,33.99031,-118.2257
Los Angeles,Vista Charter Middle,Middle,Los Angeles,90026,34.07389,-118.27877
Los Angeles,Magnolia Science Academy Bell,Middle,Bell,90201,33.97909,-118.19984
Los Angeles,Valley Charter Elementary,Elementary,North Hills,91343,34.23541,-118.49179
Los Angeles,Camino Nuevo Charter Academy #2,Elementary,Los Angeles,90020,34.06855,-118.289
Los Angeles,Alliance Susan and Eric Smidt Technology High,High,Los Angeles,90031,34.07217,-118.22046
Los Angeles,Alliance Ted K. Tajima High,High,Los Angeles,90026,34.06351,-118.26156
Los Angeles,Arts In Action Community Charter,Elementary,Los Angeles,90022,34.032172,-118.155164
Los Angeles,ISANA Palmati Academy,Elementary,North Hollywood,91606,34.18866,-118.39699
Los Angeles,ISANA Cardinal Academy,Elementary,Sun Valley,91352,34.20365,-118.37771
Los Angeles,Animo Ellen Ochoa Charter Middle,Middle,Los Angeles,90022,34.041278,-118.171643
Los Angeles,Animo James B. Taylor Charter Middle,Middle,Los Angeles,90059,33.93497,-118.26011
Los Angeles,Animo Legacy Charter Middle,Middle,Los Angeles,90047,33.921033,-118.30862
Los Angeles,Extera Public,Elementary,Los Angeles,90033,34.0419,-118.21333
Los Angeles,Rise Kohyang Middle,Middle,Los Angeles,90013,34.06125,-118.28738
Los Angeles,Sotomayor Arts and Sciences Magnet,K-12,Los Angeles,90065,34.10251,-118.23897
Los Angeles,Dr. Julian Nava Learning Academy,Middle,Los Angeles,90011,34.01544,-118.24876
Los Angeles,Dr. Maya Angelou Community High,High,Los Angeles,90011,33.99401,-118.26729
Los Angeles,Public Service Community at Diego Rivera Learning Complex,High,Los Angeles,90001,33.98412,-118.25611
Los Angeles,Communication and Technology at Diego Rivera Learning Complex,High,Los Angeles,90001,33.98412,-118.25611
Los Angeles,Diego Rivera Learning Complex Green Design STEAM Academy,High,Los Angeles,90001,33.98412,-118.25611
Los Angeles,Performing Arts Community at Diego Rivera Learning Complex,High,Los Angeles,90001,33.98412,-118.25611
Los Angeles,Synergy Quantum Academy,High,Los Angeles,90011,33.99401,-118.26729
Los Angeles,Aspire Slauson Academy Charter,Elementary,Los Angeles,90003,33.98717,-118.27475
Los Angeles,Aspire Juanita Tate Academy Charter,Elementary,Los Angeles,90003,33.98717,-118.27475
Los Angeles,Aspire Inskeep Academy Charter,Elementary,Los Angeles,90003,33.98718,-118.27461
Los Angeles,Los Angeles Leadership Primary Academy,Elementary,Los Angeles,90031,34.07858,-118.2115
Los Angeles,Camino Nuevo Charter Academy #4,Elementary,Los Angeles,90026,34.07672,-118.26507
Los Angeles,Alliance Renee and Meyer Luskin Academy High,High,Los Angeles,90043,33.97707,-118.32572
Los Angeles,PUC Early College Academy for Leaders and Scholars (ECALS),High,Los Angeles,90065,34.10247,-118.23895
Los Angeles,Alliance Margaret M. Bloomfield Technology Academy High,High,Huntington Park,90255,33.96696,-118.2306
Los Angeles,KIPP Philosophers Academy,Middle,Los Angeles,90001,33.96331,-118.25611
Los Angeles,KIPP Scholar Academy,Middle,Los Angeles,90062,34.01112,-118.31005
Los Angeles,KIPP Sol Academy,Middle,Los Angeles,90022,34.04022,-118.16146
Los Angeles,STEM Academy at Bernstein High,High,Hollywood,90028,34.09506,-118.31392
Los Angeles,Math and Science College Preparatory,High,Los Angeles,90018,34.031709,-118.319444
Los Angeles,Equitas Academy #2,Middle,Los Angeles,90005,34.05802,-118.28505
Los Angeles,Citizens of the World Charter School Silver Lake,Elementary,Los Angeles,90026,34.069435,-118.275529
Los Angeles,Sally Ride Elementary: A SMArT Academy,Elementary,Los Angeles,90011,34.00202,-118.25707
Los Angeles,Lucille Roybal-Allard Elementary,Elementary,Huntington Park,90255,33.97583,-118.20945
Los Angeles,Willow Elementary,Elementary,South Gate,90280,33.95515,-118.22204
Los Angeles,Marguerite Poindexter LaMotte Elementary,Elementary,Los Angeles,90037,34.00289,-118.28853
Los Angeles,"Gerald A. Lawson Academy of the Arts, Mathematics and Science",Elementary,Los Angeles,90044,33.97767,-118.29029
Los Angeles,"Dr. Lawrence H. Moore Math, Science, Technology Academy",Elementary,Los Angeles,90001,33.98481,-118.25157
Los Angeles,Michelle Obama Elementary,Elementary,Panorama City,91402,34.21884,-118.45289
Los Angeles,Walnut Park Middle A School of Social Justice and Service Learning,Middle,Walnut Park,90255,33.97143,-118.23113
Los Angeles,"Walnut Park Middle B Science, Technology, Engineering and Mathematics Academy",Middle,Walnut Park,90255,33.97133,-118.23118
Los Angeles,"Hilda L. Solis Learning Academy School of Technology, Business and Education",High,Los Angeles,90022,34.03922,-118.17192
Los Angeles,Augustus F. Hawkins High A Critical Design and Gaming,High,Los Angeles,90044,33.98582,-118.28803
Los Angeles,Augustus F. Hawkins High B Community Health Advocates,High,Los Angeles,90044,33.98573,-118.28807
Los Angeles,Augustus F. Hawkins High C Responsible Indigenous Social Entrepreneurship,High,Los Angeles,90044,33.98578,-118.28783
Los Angeles,Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine,High,Huntington Park,90255,33.9824,-118.23395
Los Angeles,Linda Esperanza Marquez High B LIBRA Academy,High,Huntington Park,90255,33.98228,-118.23406
Los Angeles,Linda Esperanza Marquez High C School of Social Justice,High,Huntington Park,90255,33.98275,-118.23404
Los Angeles,"Science, Technology, Engineering, Arts and Mathematics at Legacy High School Complex",High,South Gate,90280,33.94142,-118.17894
Los Angeles,Visual and Performing Arts at Legacy High School Complex,High,South Gate,90280,33.94185,-118.17874
Los Angeles,Mervyn M. Dymally High,High,Los Angeles,90003,33.9571,-118.26905
Los Angeles,Harry Bridges Span,Elementary,Wilmington,90744,33.78742,-118.2618
Los Angeles,Sylmar Leadership Academy,Elementary,Sylmar,91342,34.31862,-118.44947
Los Angeles,Academies of Education and Empowerment at Carson High,High,Carson,90745,33.822655,-118.27424
Los Angeles,Academy of Medical Arts at Carson High,High,Carson,90745,33.82266,-118.27424
Los Angeles,Aspire Centennial College Preparatory Academy,Middle,Huntington Park,90255,33.97752,-118.23409
Los Angeles,Alliance Alice M. Baxter College-Ready High,High,San Pedro,90731,33.73578,-118.28706
Los Angeles,KIPP Iluminar Academy,Elementary,Los Angeles,90022,34.04022,-118.16146
Los Angeles,Contreras Learning Center-School of Social Justice,High,Los Angeles,90017,34.05791,-118.26137
Los Angeles,Early College Academy-LA Trade Tech College,High,Los Angeles,90015,34.03287,-118.26962
Los Angeles,City Language Immersion Charter,Elementary,Los Angeles,90019,34.04399,-118.32496
Los Angeles,Valor Academy High,High,North Hills,91343,34.24077,-118.45853
Los Angeles,Camino Nuevo High #2,High,Los Angeles,90004,34.07647,-118.28547
Los Angeles,PREPA TEC - Los Angeles,Middle,Huntington Park,90255,33.98381,-118.2235
Los Angeles,Ingenium Charter Middle,Middle,Winnetka,91306,34.20293,-118.56945
Los Angeles,Alliance Virgil Roberts Leadership Academy,Middle,Los Angeles,90043,33.97707,-118.32572
Los Angeles,Alliance College-Ready Middle Academy 8,Middle,Los Angeles,90063,34.03533,-118.18665
Los Angeles,Alliance Kory Hunter Middle,Middle,Los Angeles,90001,33.98711,-118.24738
Los Angeles,Alliance College-Ready Middle Academy 12,Middle,Los Angeles,90011,33.99769,-118.27327
Los Angeles,Extera Public School No. 2,Elementary,Los Angeles,90023,34.02571,-118.20274
Los Angeles,New Horizons Charter Academy,Elementary,North Hollywood,91601,34.17847,-118.38346
Los Angeles,KIPP Academy of Innovation,Middle,Los Angeles,90023,34.01871,-118.18218
Los Angeles,Dr. Sammy Lee Medical and Health Science Magnet Elementary,Elementary,Los Angeles,90004,34.07403,-118.28817
Los Angeles,Animo Mae Jemison Charter Middle,Middle,Los Angeles,90061,33.91754,-118.26404
Los Angeles,KIPP Vida Preparatory Academy,Elementary,Los Angeles,90037,34.00339,-118.29546
Los Angeles,"Boyle Heights Science, Technology, Engineering and Math Magnet",High,Los Angeles,90023,34.03587,-118.21152
Los Angeles,Nava College Preparatory Academy,High,Los Angeles,90011,34.0109,-118.25053
Los Angeles,PUC Inspire Charter Academy,Middle,Pacoima,91331,34.27668,-118.40569
Los Angeles,PUC Community Charter Elementary,Elementary,Sylmar,91342,34.30646,-118.43865
Los Angeles,TEACH Tech Charter High,High,Los Angeles,90047,33.93946984,-118.3087822
Los Angeles,Equitas Academy #3 Charter,Elementary,Los Angeles,90015,34.04834,-118.27587
Los Angeles,Global Education Academy 2,Elementary,Los Angeles,90019,34.04176,-118.32666
Los Angeles,Everest Value,Elementary,Los Angeles,90005,34.06107,-118.29504
Los Angeles,Village Charter Academy,Elementary,Canoga Park,91303,34.20446,-118.60327
Los Angeles,Sylmar Biotech Health and Engineering Magnet,High,Sylmar,91342,34.30738,-118.44219
Los Angeles,Fenton STEM Academy: Elementary Center for Science Technology Engineering and Mathematics,Elementary,Sun Valley,91352,34.23147,-118.3662
Los Angeles,Fenton Charter Leadership Academy,Elementary,Sun Valley,91352,34.23147,-118.3662
Los Angeles,KIPP Ignite Academy,Elementary,Los Angeles,90002,33.9536,-118.2561
Los Angeles,KIPP Promesa Prep,Elementary,Los Angeles,90063,34.03786,-118.20173
Los Angeles,Collegiate Charter High School of Los Angeles,High,Los Angeles,90023,34.02660701,-118.192863
